modelo,fold,acuracia,f1_macro,precisao,recall,tempo_ms
KNN,25,0.9180242272347535,0.9050440557366395,0.9287437589379494,0.8854100189676236,139.42640000004758
KNN,26,0.9249164578111947,0.9139988992151858,0.9319562577000587,0.8985362026000923,131.80779999947845
KNN,27,0.9192773600668338,0.9068285959465897,0.9285965399641082,0.8886007883852232,165.6954999998561
KNN,28,0.9163446475195822,0.9039340782867539,0.9266090973288502,0.8850171723015489,133.2931999995708
KNN,29,0.9210443864229765,0.9100313379481776,0.9286221389282655,0.8940561745225276,136.65279999986524
KNN,30,0.9148825065274151,0.9020810798411069,0.923440401492134,0.8842380572625244,153.37519999957294
KNN,31,0.9192773600668338,0.9060602918115149,0.9279330435832405,0.8879053235429675,138.25480000014068
KNN,32,0.9203216374269005,0.9086989555406108,0.9278863936573627,0.8924800314839237,148.22499999991123
KNN,33,0.9199039264828739,0.9077686735704704,0.9296921809611766,0.8893618450831943,132.4279000000388
KNN,34,0.9134294068504595,0.901649878572273,0.9228963075135002,0.8837164849324975,147.23569999932806
KNN,35,0.920530492898914,0.9084472274415086,0.9297703185459635,0.8904896302010213,138.72779999928753
KNN,36,0.9219924812030075,0.9107410041177305,0.9313696329023614,0.8932258955879164,161.13920000043436
KNN,37,0.9204260651629073,0.9080161023999574,0.9281560931568028,0.8911405548436623,152.0777999994607
KNN,38,0.9166579634464752,0.9033843437527765,0.9263552823828743,0.8843875324476044,135.66549999995914
KNN,39,0.9197911227154048,0.908158521267821,0.9275769552238055,0.8916644025802593,132.3900000006688
KNN,40,0.9224020887728459,0.9113509393331304,0.9316602982091329,0.8942159487477671,142.52380000016274
KNN,41,0.920843776106934,0.9086845050461289,0.930395465477852,0.8905240054372235,136.63799999994808
KNN,42,0.9222013366750209,0.910039056320391,0.9312014689798521,0.8924970532368781,162.26370000003953
KNN,43,0.9230367585630743,0.9121031540451644,0.9303227152493038,0.8964899419756701,151.2831999998525
